Cluster,Weighted_Yield
Cluster_0,135.58133505561125
Cluster_1,133.77485973032265
Cluster_2,101.48439657489546
Cluster_3,76.8656136502395
Cluster_4,93.27985848471506
Cluster_5,66.69305583650176
Cluster_6,83.17166551824839
